Time Stamp	EMG CH1	EMG CH2
CAL	CAL	CAL
milliseconds	millivolts *	millivolts *
269093.5363769531	-17.88885647720375	4.137714005038818
269095.4895019531	-17.88195684138419	4.182958306824164
269097.4426269531	-17.87594670565288	4.227072703092023
269099.3957519531	-17.87541781370852	4.246305137432234
269101.3488769531	-17.87652367868309	4.228803622182642
269103.3020019531	-17.8805384493516	4.190699361646099
269105.2551269531	-17.88544272010836	4.160816966789997
269107.2082519531	-17.89034699086511	4.105860285662844
269109.1613769531	-17.89453004533411	4.106317055978424
269111.1145019531	-17.89472236967751	4.124299382086521
269113.0676269531	-17.89027486923634	4.167187710665192
269115.0207519531	-17.8845291794772	4.213465755796324
269116.9738769531	-17.87948066546289	4.252026786648447
269118.9270019531	-17.87527357045097	4.26469615277006
269120.8801269531	-17.87323012430232	4.25875813866752
269122.8332519531	-17.87808631397323	4.236063866146072
269124.7863769531	-17.88484170653523	4.197623038008575
269126.7395019531	-17.89010658543586	4.15237873622323
269128.6926269531	-17.89378478850342	4.129299815014976
269130.6457519531	-17.89520318053601	4.125645652490336
269132.5988769531	-17.89032295032219	4.156008858204944
269134.5520019531	-17.88525039576496	4.199353957099194
269136.5051269531	-17.87875944917513	4.232818392851161
269138.4582519531	-17.87171557009803	4.239333379983908
269140.4113769531	-17.87351861081743	4.206542079433848
269142.3645019531	-17.87488892176417	4.146633046464091
269144.3176269531	-17.87794207071568	4.123818571228016
269146.2707519531	-17.88621201748197	4.122880990053931
269148.2238769531	-17.89294336950104	4.144180911085714
269150.1770019531	-17.89534742379357	4.158917763898901
269152.1301269531	-17.89267892352886	4.150864182018938
269154.0832519531	-17.88638030128244	4.159374534214481
269156.0363769531	-17.88032208446528	4.216014053346402
269157.9895019531	-17.87534569207975	4.281284127388493
269159.9426269531	-17.87532165153682	4.321960726018038
269161.8957519531	-17.8754899353373	4.326696712974315
269163.8488769531	-17.88041824663698	4.29291975016432
269165.8020019531	-17.8868130310551	4.215701526288374
269167.7551269531	-17.89364054524587	4.179304144299524
269169.7082519531	-17.89455408587703	4.177789590095233
269171.6613769531	-17.89301549112982	4.162860412938644
