Time Stamp	EMG CH1	EMG CH2
CAL	CAL	CAL
milliseconds	millivolts *	millivolts *
69462.2802734375	-17.88037016555113	3.588291437024844
69464.2333984375	-17.88085097640963	3.58110331469019
69466.1865234375	-17.89373670741757	3.582834233780809
69468.1396484375	-17.90719941145572	3.583483328439792
69470.0927734375	-17.91662330428242	3.593243788867448
69472.0458984375	-17.92383546716	3.587858707252189
69473.9990234375	-17.92397971041756	3.581223517404817
69475.9521484375	-17.91967645323393	3.574924895158398
69477.9052734375	-17.90729557362742	3.571871746206889
69479.8583984375	-17.89469832913458	3.560308245059837
69481.8115234375	-17.88275017930073	3.56740020522279
69483.7646484375	-17.88027400337943	3.576439449362689
69485.7177734375	-17.88775061222918	3.586849004449328
69487.6708984375	-17.90135755952488	3.594157329498608
69489.6240234375	-17.91433945270452	3.581776449892098
69491.5771484375	-17.92568658896525	3.572448719237096
69493.5302734375	-17.92549426462185	3.576054800675885
69495.4833984375	-17.92244111567034	3.573145894981928
69497.4365234375	-17.90801678991518	3.580069571344404
69499.3896484375	-17.89308761275859	3.582353422922304
69501.3427734375	-17.8820530035559	3.578146327910383
69503.2958984375	-17.88085097640963	3.574852773529622
69505.2490234375	-17.8873900040853	3.577088544021672
69507.2021484375	-17.90253554612822	3.577136625107522
69509.1552734375	-17.91270469578561	3.572809327380975
69511.1083984375	-17.9234508184732	3.574972976244248
69513.0615234375	-17.9262154809096	3.578699260397664
69515.0146484375	-17.92277768327129	3.577184706193373
69516.9677734375	-17.91325762827289	3.562808461524065
69518.9208984375	-17.90212685689849	3.561390069491474
69520.8740234375	-17.88638030128244	3.566150096990676
69522.8271484375	-17.88063461152331	3.558240758368265
69524.7802734375	-17.88097117912426	3.566775151106733
69526.7333984375	-17.891669220726	3.570164867659195
69528.6865234375	-17.90933901977607	3.577184706193373
69530.6396484375	-17.92051787223632	3.577377030536775
69532.5927734375	-17.92660012959641	3.57420367887064
69534.5458984375	-17.92547022407892	3.572761246295124
69536.4990234375	-17.91518087170691	3.566799191649658
69538.4521484375	-17.90164604603999	3.569083043227558
69540.4052734375	-17.88698131485557	3.563697961612299
