Time Stamp	EMG CH1	EMG CH2
CAL	CAL	CAL
milliseconds	millivolts *	millivolts *
208344.1467285156	-17.8985207754597	0.2715379323408523
208346.0998535156	-17.89746299157099	0.2635805126325901
208348.0529785156	-17.89770339700024	0.2601667555372026
208350.0061035156	-17.89748703211392	0.2600465528225763
208351.9592285156	-17.90025169455032	0.2574261336437226
208353.9123535156	-17.89943431609086	0.2594936203352953
208355.8654785156	-17.89953047826256	0.2590849311055657
208357.8186035156	-17.89936219446209	0.2608158501961848
208359.7717285156	-17.8987130998031	0.254276822520513
208361.7248535156	-17.89945835663379	0.260743728567409
208363.6779785156	-17.89921795120453	0.263484350460889
208365.6311035156	-17.89808804568705	0.262114039514149
208367.5842285156	-17.90034785672202	0.2655999182383122
208369.5373535156	-17.89779955917194	0.271778337770105
208371.4904785156	-17.89943431609086	0.2731967298026955
208373.4436035156	-17.89929007283331	0.2745910812923608
208375.3967285156	-17.8963330860535	0.2723072297144608
208377.3498535156	-17.89955451880549	0.274615121835286
208379.3029785156	-17.89796784297242	0.2719225810276565
208381.2561035156	-17.90267978938577	0.2633160666604122
208383.2092285156	-17.89808804568705	0.255094200979972
208385.1623535156	-17.89849673491678	0.2464636460698024
208387.1154785156	-17.9010931135527	0.2434345376612192
208389.0686035156	-17.89914582957576	0.2433624160324434
208391.0217285156	-17.89926603229038	0.2464876866127276
208392.9748535156	-17.89828037003045	0.2412468482550202
208394.9279785156	-17.89811208622997	0.2337942799481885
208396.8811035156	-17.89717450505589	0.2283611172470789
208398.8342285156	-17.9006123026942	0.2315104283702884
208400.7873535156	-17.89924199174746	0.2434585782041444
208402.7404785156	-17.89438580207656	0.2570895660427689
208404.6936035156	-17.89876118088895	0.2704801484521407
208406.6467285156	-17.8981361267729	0.2749997705220903
208408.5998535156	-17.89707834288419	0.2745910812923608
208410.5529785156	-17.89746299157099	0.2737977433758271
208412.5061035156	-17.89736682939929	0.2693262023917281
208414.4592285156	-17.89820824840167	0.2709849998535712
208416.4123535156	-17.89840057274508	0.2674750805864828
208418.3654785156	-17.89796784297242	0.2697108510785323
208420.3186035156	-17.89784764025779	0.2660807290968175
