Time Stamp	EMG CH1	EMG CH2
CAL	CAL	CAL
milliseconds	millivolts *	millivolts *
123513.427734375	-17.91188731732615	1.367954973533349
123515.380859375	-17.91513279062106	1.373724703835412
123517.333984375	-17.91405096618942	1.373388136234459
123519.287109375	-17.91407500673235	1.374325717408544
123521.240234375	-17.91527703387861	1.37353237949201
123523.193359375	-17.91503662844936	1.371609136057989
123525.146484375	-17.91282489850023	1.369685892623968
123527.099609375	-17.91359419587384	1.370671554883904
123529.052734375	-17.91246429035635	1.37170529822969
123531.005859375	-17.91330570935874	1.373676622749562
123532.958984375	-17.91287297958608	1.376152798670864
123534.912109375	-17.91306530392949	1.374037230893441
123536.865234375	-17.91280085795731	1.371969744201868
123538.818359375	-17.91472410139133	1.37302752809058
123540.771484375	-17.91570976365126	1.376080677042088
123542.724609375	-17.91508470953521	1.370527311626352
123544.677734375	-17.914507736505	1.369589730452267
123546.630859375	-17.91277681741438	1.374061271436366
123548.583984375	-17.91371439858847	1.366776986930011
123550.537109375	-17.91352207424507	1.37170529822969
123552.490234375	-17.91131034429594	1.373219852433982
123554.443359375	-17.90921881706144	1.381922528972927
123556.396484375	-17.9099400333492	1.376465325728892
123558.349609375	-17.909363060319	1.377955839390259
123560.302734375	-17.91155074972519	1.378797258392643
123562.255859375	-17.91342591207336	1.38079262345544
123564.208984375	-17.91313742555826	1.382956272318714
123566.162109375	-17.91152670918227	1.378196244819511
123568.115234375	-17.91066124963696	1.379494434137476
123570.068359375	-17.91063720909403	1.384326583265454
123572.021484375	-17.90926689814729	1.381922528972927
123573.974609375	-17.91018043877845	1.381634042457824
123575.927734375	-17.91116610103839	1.384518907608856
123577.880859375	-17.91078145235159	1.384014056207425
123579.833984375	-17.91145458755349	1.386345988871176
123581.787109375	-17.91150266863934	1.391610867771808
123583.740234375	-17.91169499298275	1.39358219229168
123585.693359375	-17.91054104692233	1.397548881874349
123587.646484375	-17.91102185778084	1.395529476268626
123589.599609375	-17.9097477090058	1.399592328022996
123591.552734375	-17.90962750629117	1.397669084588975
123593.505859375	-17.9096515468341	1.383172637205041
123595.458984375	-17.91085357398036	1.384879515752735
