Time Stamp	EMG CH1	EMG CH2
CAL	CAL	CAL
milliseconds	millivolts *	millivolts *
468937.8051757813	0.2192016703925534	-3.201815668958307
468939.7583007813	0.2176149945594861	-3.199652020095033
468941.7114257813	0.2198026839656851	-3.194819870967055
468943.6645507813	0.2309334553400821	-3.182991923847825
468945.6176757813	0.2302843606811	-3.178039572005221
468947.5708007813	0.2429056457168634	-3.161163110871686
468949.5239257813	0.2381936993035117	-3.146738785116528
468951.4770507813	0.2408381590252907	-3.161716043358967
468953.4301757813	0.2269427252144883	-3.2125617916459
468955.3833007813	0.2093450477931954	-3.223163671075941
468957.3364257813	0.199368222479211	-3.216312116342241
468959.2895507813	0.213047291403686	-3.197199884716656
468961.2426757813	0.211676980456946	-3.198930803807275
468963.1958007813	0.2257647386111504	-3.192391776131603
468965.1489257813	0.217158224243906	-3.190636816498059
468967.1020507813	0.2262936305555062	-3.176597139429705
468969.0551757813	0.2334577123472348	-3.162196854217472
468971.0083007813	0.2331692258321316	-3.165322124797756
468972.9614257813	0.2258368602399262	-3.17113993618567
468974.9145507813	0.2118212237144975	-3.176428855629228
468976.8676757813	0.2019886416580647	-3.179025234265157
468978.8208007813	0.1819388288583949	-3.198329790234144
468980.7739257813	0.1776836527606232	-3.194074614136372
468982.7270507813	0.1991518575928836	-3.18662204582954
468984.6801757813	0.2023973308877942	-3.180107058696794
468986.6333007813	0.2135761833480418	-3.176765423230182
468988.5864257813	0.2267744414140115	-3.185948910627633
468990.5395507813	0.2323518473726726	-3.197776857746862
468992.4926757813	0.2236972519195778	-3.175082585225414
468994.4458007813	0.1991518575928836	-3.141882595445625
468996.3989257813	0.1928772758893898	-3.173255503963094
468998.3520507813	0.1802800313965517	-3.220038400495656
469000.3051757813	0.1765777877860611	-3.231914428700737
469002.2583007813	0.1755200038973495	-3.256483863570356
469004.2114257813	0.1954015328965425	-3.223355995419343
469006.1645507813	0.2099701019092522	-3.178279977434474
469008.1176757813	0.2304045633957263	-3.132771229676949
469010.0708007813	0.2201873326524893	-3.149046677237353
469012.0239257813	0.2137685076914439	-3.173568031021122
469013.9770507813	0.1998009522518657	-3.189987721839077
