Time Stamp	EMG CH1	EMG CH2
CAL	CAL	CAL
milliseconds	millivolts *	millivolts *
23327.81982421875	0.1364060405579456	-3.715273584756086
23329.77294921875	0.2187689406198987	-3.701498353659911
23331.72607421875	0.2806252575666019	-3.71373499000887
23333.67919921875	0.3837111056301322	-3.731909640460369
23335.63232421875	0.4156850277207328	-3.749459236795811
23337.58544921875	0.4838640074567804	-3.771215928143175
23339.53857421875	0.5288679038128739	-3.783236199605807
23341.49169921875	0.6206787372444555	-3.78443822675207
23343.44482421875	0.6865257843167525	-3.771624617372904
23345.39794921875	0.7498966554677473	-3.760590008170209
23347.35107421875	0.8287015551767614	-3.732799140548604
23349.30419921875	0.9007751028667016	-3.696353677473904
23351.25732421875	0.9816234487243631	-3.693853461009676
23353.21044921875	1.060356226804601	-3.709191327395995
23355.16357421875	1.10035969023224	-3.740492114284688
23357.11669921875	1.154498992899934	-3.758426359306934
23359.06982421875	1.191689712805316	-3.774509482523936
23361.02294921875	1.239289987797338	-3.777706874732996
23362.97607421875	1.264845084926894	-3.762609413775931
23364.92919921875	1.280976289229745	-3.744122236266403
23366.88232421875	1.320811468856907	-3.718062287735417
23368.83544921875	1.451375657484014	-3.705537164871355
23370.78857421875	1.296626682674092	-3.706859394732244
23372.74169921875	1.349515877109672	-3.722894436863395
23374.69482421875	1.371609136057989	-3.730202761912675
23376.64794921875	1.390312678453844	-3.759027372880066
23378.60107421875	1.407525707188333	-3.780711942598654
23380.55419921875	1.410122085824261	-3.789486740766375
23382.50732421875	1.429354520164472	-3.77667313138721
23384.46044921875	1.439139021135055	-3.763498913864165
23386.41357421875	1.439403467107232	-3.735179154298205
23388.36669921875	1.425748438725683	-3.717052584932556
23390.31982421875	1.422695289774174	-3.711066489744165
23392.27294921875	1.434042426034899	-3.724625355954014
23394.22607421875	1.429522803964949	-3.734626221810924
23396.17919921875	1.42413772234969	-3.76530195458356
23398.13232421875	1.426758141528544	-3.783813172636013
23400.08544921875	1.392692692203445	-3.798117295676545
23402.03857421875	1.3771384609308	-3.789126132622496
23403.99169921875	1.363122824405371	-3.773211293205972
23405.94482421875	1.354780756010305	-3.746766695988182
